id,Predicted_Like,album,artist_uri,artist,track,url,popularity,release_date,release_year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre agg score
0uzDQTly3rKO2WEjs2qJYI,True,"NYC Goes Hard, Vol. 1: Real Hip Hop from New York's Best with DMX, Big L, Jadakiss, and More Kings of NY",3SCI7sXHUZIeDKMWC5NT9C,Various Artists,The Rent Is Too Damn High,https://open.spotify.com/track/0uzDQTly3rKO2WEjs2qJYI,8,2014-07-11,2014,0.556,0.812,11,-8.635,0,0.599,0.00588,0.0,0.0659,0.512,143.936,219520,4,7.0
0vDSWxRlWN0LWsSQdGIPuE,True,The Singles (Expanded),4lxfqrEsLX6N1N4OCSkILp,Phil Collins,Two Hearts - 2016 Remaster,https://open.spotify.com/track/0vDSWxRlWN0LWsSQdGIPuE,53,2016-10-14,2016,0.568,0.912,7,-3.25,1,0.0366,0.297,0.0497,0.0717,0.729,155.546,204253,4,23.0
0vvG0VEN6l2fbIEUtq3mQD,True,American Girl,7dtJROxWQe3fxxF5t7o67N,Bonnie McKee,American Girl,https://open.spotify.com/track/0vvG0VEN6l2fbIEUtq3mQD,49,2013-07-23,2013,0.66,0.816,0,-4.332,0,0.0344,0.00976,1.87e-05,0.59,0.66,127.97,224107,4,15.0
0wqOReZDnrefefEsrIGeR4,True,No Name Face,5PokPZn11xzZXyXSfnvIM3,Lifehouse,Hanging By A Moment,https://open.spotify.com/track/0wqOReZDnrefefEsrIGeR4,64,2000,2000,0.541,0.864,1,-4.915,1,0.0357,0.00118,0.0,0.0896,0.435,124.557,216067,4,1.0
0wqocHOZg8odmys7DOyVER,True,Keep the Faith,5NDMothbpdpq2xHqSjrrWn,Faith Evans,Never Gonna Let You Go,https://open.spotify.com/track/0wqocHOZg8odmys7DOyVER,50,1998,1998,0.644,0.443,1,-7.308,0,0.0295,0.442,0.0,0.117,0.0534,109.936,267400,4,1.0
0x186nPYUI7MbG6dyk4lYl,True,Dynamite with a Laserbeam: Queen as Heard Through the Meat Grinder of Three One G,1aDpQ3bo57IlYWmsG5sdlp,Various Artists,We Will Rock You,https://open.spotify.com/track/0x186nPYUI7MbG6dyk4lYl,7,2002-04-30,2002,0.755,0.381,7,-8.785,1,0.146,0.00305,0.653,0.103,0.679,82.224,121587,4,5.0
0x3TibRgnSqzkcwrqBd4iX,True,All About You,3KV3p5EY4AvKxOlhGHORLg,Jeremih,Down On Me,https://open.spotify.com/track/0x3TibRgnSqzkcwrqBd4iX,70,2010-01-01,2010,0.7,0.598,2,-7.783,1,0.114,0.0369,0.0,0.111,0.594,160.041,228453,4,4.0
0xiuSFBOEHWaJ6rSuUbJWc,True,Comin' From Where I'm From,2DzRMyWgjuMbYvt5BLbpCo,Anthony Hamilton,Charlene,https://open.spotify.com/track/0xiuSFBOEHWaJ6rSuUbJWc,58,2003-07-15,2003,0.556,0.346,0,-9.809,0,0.311,0.536,0.0,0.106,0.451,123.869,246773,4,1.0
0xr7t6jQWzFsZ9XwfcxAu7,True,A Good Time,0Y3agQaa6g2r0YmHPOO9rh,DaVido,D & G (feat. Summer Walker),https://open.spotify.com/track/0xr7t6jQWzFsZ9XwfcxAu7,65,2019-11-22,2019,0.525,0.567,0,-7.263,0,0.176,0.0877,0.0,0.0774,0.685,96.926,172500,4,1.0
0yA6uXukVZbi29GcmtK6i5,True,The Madding Crowd,306JHpIRGVaQd6OltnOzUO,Nine Days,If I Am,https://open.spotify.com/track/0yA6uXukVZbi29GcmtK6i5,41,2000-05-16,2000,0.223,0.902,11,-5.955,1,0.0579,0.00587,1.63e-06,0.34,0.539,98.038,258113,4,10.0
0yYzQxkDfubGNSIiRDDc4y,True,"Har Har Har - Songs About Pirates, Penguins And Punk Rock Babies",0HWPt04Mf5xOmv70oKdbtn,David Rovics,Tappety Tippety,https://open.spotify.com/track/0yYzQxkDfubGNSIiRDDc4y,0,2008-09-25,2008,0.644,0.654,2,-8.242,1,0.0812,0.395,0.0,0.144,0.963,125.016,148333,4,23.0
0zMRST9magmv8XubtXjfSo,True,Hustle Town,4kKaAWGdu6WW0W415RWaQA,South Park Mexican,Block of Rock,https://open.spotify.com/track/0zMRST9magmv8XubtXjfSo,44,1998-03-03,1998,0.546,0.466,0,-7.62,1,0.278,0.00805,0.0,0.349,0.41,129.953,343000,4,11.0
0zf6TFmXORGLIkLy5PZuHo,True,Sweet Surrender: Ember Pop 1970-1978,4Ik5hkDngW1R1Y4aWdNumq,Various Artists,Old Dreams and Memories,https://open.spotify.com/track/0zf6TFmXORGLIkLy5PZuHo,0,2009-10-05,2009,0.568,0.562,8,-10.861,1,0.0304,0.732,0.0,0.0978,0.746,124.948,201267,4,15.0
10IzKDk1QN1GU8SA0zDhVu,True,Translucence + Drift Music,36pk438TUUMdX59j1zbvTu,John Foxx,Spoken Roses,https://open.spotify.com/track/10IzKDk1QN1GU8SA0zDhVu,30,2003-08-25,2003,0.179,0.0403,1,-29.98,1,0.0384,0.974,0.856,0.115,0.0362,68.979,380453,4,10.0
11dxtPJKR4E0wlSr0A0t47,True,Insomniatic,5wugb0kaq0J6nyQ5Xgd17i,Aly & AJ,Potential Breakup Song,https://open.spotify.com/track/11dxtPJKR4E0wlSr0A0t47,63,2007-01-01,2007,0.572,0.89,6,-4.139,0,0.039,0.00082,0.00937,0.564,0.765,158.038,219773,4,18.0
11lw4bWbmxWIETHitBU0Gc,True,BLOOD ON THE DANCE FLOOR/ HIStory In The Mix,3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,Blood on the Dance Floor,https://open.spotify.com/track/11lw4bWbmxWIETHitBU0Gc,58,1997-05-11,1997,0.807,0.741,1,-4.472,1,0.083,0.0135,0.0316,0.06,0.558,108.989,253000,4,13.0
124qDsjeZZkujOuer8gG45,True,Marc Anthony,4wLXwxDeWQ8mtUIRPxGiD6,Marc Anthony,My Baby You,https://open.spotify.com/track/124qDsjeZZkujOuer8gG45,42,1999-09-28,1999,0.443,0.596,0,-5.366,0,0.0294,0.688,0.0,0.167,0.186,115.597,236960,4,7.0
125dAqUSmX1nOG50fBz9vb,True,Enter The Dru,1255GTUKNCLCTvH9ctD4cT,Dru Hill,Beauty,https://open.spotify.com/track/125dAqUSmX1nOG50fBz9vb,57,1998-01-01,1998,0.725,0.279,0,-14.346,0,0.0701,0.592,0.0,0.0869,0.471,119.787,272560,4,21.0
12Fkyg9lpmaz2zmKOfw2Y2,True,Hollywood's Bleeding,246dkjvS1zLTtiykXe5h60,Post Malone,On The Road (feat. Meek Mill & Lil Baby),https://open.spotify.com/track/12Fkyg9lpmaz2zmKOfw2Y2,77,2019-09-06,2019,0.442,0.737,7,-5.046,1,0.109,0.0589,0.0,0.102,0.21,112.93,218320,5,20.0
13P5rwmk2EsoFRIz9UCeh9,True,Talking Dreams (Deluxe Edition),1PbBg2aYjWLKRk84zJK15x,Echosmith,Cool Kids,https://open.spotify.com/track/13P5rwmk2EsoFRIz9UCeh9,70,2013-10-04,2013,0.719,0.671,8,-6.279,1,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,237627,4,2.0
13plQdOoWSSXPRUSZc5FuM,True,Pitbull Starring In Rebelution,0TnOYISbd1XYRBk9myaseg,Pitbull,I Know You Want Me (Calle Ocho),https://open.spotify.com/track/13plQdOoWSSXPRUSZc5FuM,64,2009-08-27,2009,0.817,0.733,2,-6.009,1,0.145,0.0152,4.31e-05,0.107,0.833,127.056,237120,4,10.0
140SlU073pXlQZ4Db1xXD0,True,First Circle (Remastered),3bMEwmvETOTYS7A53MmWms,Enter The Worship Circle,Put In Me (Psalm 51) [Remastered 2017],https://open.spotify.com/track/140SlU073pXlQZ4Db1xXD0,19,1999-01-01,1999,0.388,0.313,4,-12.846,1,0.0539,0.687,2.34e-05,0.0873,0.265,151.719,291000,4,1.0
14blxrgE0VWAgv5aF2wWmx,True,Graduation,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,Good Life,https://open.spotify.com/track/14blxrgE0VWAgv5aF2wWmx,70,2007-09-11,2007,0.439,0.808,1,-6.881,1,0.346,0.00305,0.0,0.439,0.487,82.962,207000,4,21.0
152lZdxL1OR0ZMW6KquMif,True,American Teen,6LuN9FCkKOj5PcnpouEgny,Khalid,Location,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,81,2017-04-27,2017,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,219080,4,9.0
15A3uqmUTxJ1KJGfAdiywb,True,Thriller 25 Super Deluxe Edition,3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,Wanna Be Startin' Somethin' 2008 with Akon (with Akon) - Thriller 25th Anniversary Remix,https://open.spotify.com/track/15A3uqmUTxJ1KJGfAdiywb,41,1982-11-30,1982,0.82,0.952,5,-4.778,1,0.0723,0.117,0.000258,0.106,0.36,121.949,254120,4,13.0
15f8Cv8RXUlOOCIf2oaceN,True,Laundry Service,0EmeFodog0BfCgMzAIvKQp,Shakira,Underneath Your Clothes,https://open.spotify.com/track/15f8Cv8RXUlOOCIf2oaceN,65,2001-11-13,2001,0.616,0.597,8,-5.328,1,0.0415,0.686,0.0,0.104,0.362,165.508,224067,4,1.0
15k2nBQJ0teDmPZHrOXL2N,True,Starboy,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,Ordinary Life,https://open.spotify.com/track/15k2nBQJ0teDmPZHrOXL2N,66,2016-11-25,2016,0.537,0.587,7,-7.486,0,0.0771,0.0275,0.0,0.0961,0.365,149.748,221920,4,8.0
15zIQqm0iq5gi5nwkOEQPJ,True,Distortions,6wvtyGNtNtLlkHONVzOocm,The Litter,Action Woman,https://open.spotify.com/track/15zIQqm0iq5gi5nwkOEQPJ,24,2009-02-01,2009,0.322,0.672,0,-7.391,1,0.0379,0.0659,2.39e-05,0.165,0.536,133.887,153227,4,8.0
16Dl839t49apaASQsSJsf3,True,Battle Of The Nudes,0hhEcYduSsklQIaMFAgaMc,Gord Downie,We're Hardcore,https://open.spotify.com/track/16Dl839t49apaASQsSJsf3,6,2003-06-03,2003,0.391,0.984,4,-2.562,1,0.218,0.0148,0.00299,0.456,0.274,138.854,105667,4,20.0
16iN9OmpAqZRDQBnaII0Do,True,First Circle (Remastered),3bMEwmvETOTYS7A53MmWms,Enter The Worship Circle,Since I Am So Sick (Psalm 25) [Remastered 2017],https://open.spotify.com/track/16iN9OmpAqZRDQBnaII0Do,12,1999-01-01,1999,0.472,0.308,4,-11.807,0,0.0283,0.167,0.00331,0.14,0.205,73.7,375600,4,1.0
17Yws6NV4W7lAGPtq4UPIT,True,The First Lady,5NDMothbpdpq2xHqSjrrWn,Faith Evans,Again,https://open.spotify.com/track/17Yws6NV4W7lAGPtq4UPIT,35,2005-01-01,2005,0.489,0.763,7,-6.077,1,0.24,0.0158,0.0,0.42,0.362,173.822,198787,4,1.0
17ZhxTmLLTLEqsF0HPd1Ae,True,Not Colored Too Perfect,4NGiEU3Pkd8ASRyQR30jcA,Matt Nathanson,All Been Said Before,https://open.spotify.com/track/17ZhxTmLLTLEqsF0HPd1Ae,7,1998,1998,0.602,0.681,1,-8.928,1,0.0281,0.084,5.56e-05,0.0856,0.673,107.726,181547,4,18.0
18AXbzPzBS8Y3AkgSxzJPb,True,Face Value (Deluxe Editon),4lxfqrEsLX6N1N4OCSkILp,Phil Collins,In The Air Tonight - 2015 Remastered,https://open.spotify.com/track/18AXbzPzBS8Y3AkgSxzJPb,77,1981-01-01,1981,0.446,0.239,0,-13.945,1,0.0316,0.551,4.1e-06,0.0697,0.298,189.507,336453,4,23.0
18bH4uo8CFY2yVwHbjal6l,True,Inner Secrets,6GI52t8N5F02MxU0g5U69P,Santana,Well All Right,https://open.spotify.com/track/18bH4uo8CFY2yVwHbjal6l,34,1978-10-01,1978,0.506,0.508,2,-13.749,1,0.0276,0.0329,0.0265,0.268,0.909,108.943,249800,4,12.0
18hEUtGndAT0vzSTHCKFt4,True,Shango,6GI52t8N5F02MxU0g5U69P,Santana,Nowhere to Run,https://open.spotify.com/track/18hEUtGndAT0vzSTHCKFt4,21,1983-09-06,1983,0.485,0.527,4,-15.904,0,0.0362,0.028,0.0334,0.302,0.622,139.029,244227,4,12.0
18sytW2s53Of6NVudQyUlH,True,Meant To Be Mint,4MT97VeycuegSicrrphisJ,Mint Condition,Breakin' My Heart (Pretty Brown Eyes),https://open.spotify.com/track/18sytW2s53Of6NVudQyUlH,57,1991-01-01,1991,0.672,0.52,7,-9.965,0,0.0407,0.0985,1.28e-06,0.0365,0.551,137.213,356960,4,15.0
19a3JfW8BQwqHWUMbcqSx8,True,The Life Of Pablo,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,Famous,https://open.spotify.com/track/19a3JfW8BQwqHWUMbcqSx8,72,2016-06-10,2016,0.465,0.735,6,-3.715,1,0.117,0.0711,0.0,0.0975,0.409,173.935,196040,4,21.0
19vcAPfKWO8S7RyX5hEBFn,True,Hardcore Riddim,54D8YTgKZ0gkVnbIY04S3H,Various Artists,Nothing Else Matters,https://open.spotify.com/track/19vcAPfKWO8S7RyX5hEBFn,0,2007,2007,0.6,0.455,1,-7.676,0,0.0642,0.0909,0.0,0.133,0.591,77.091,219253,4,4.0
1AEMEdv1kWi0Ya7Rf647f9,True,For You (feat. Wizkid),1X6cBGnXpEpN7CmflLKmLV,Kizz Daniel,For You,https://open.spotify.com/track/1AEMEdv1kWi0Ya7Rf647f9,47,2018-06-15,2018,0.788,0.458,5,-7.294,0,0.185,0.448,0.0,0.126,0.803,97.886,237552,4,1.0
1AM1o0mKbgAK5oMpY8B3Z7,True,The Boy Is Mine,6nzxy2wXs6tLgzEtqOkEi2,Monica,Angel of Mine,https://open.spotify.com/track/1AM1o0mKbgAK5oMpY8B3Z7,66,1998-07-13,1998,0.592,0.562,10,-6.869,0,0.0239,0.00373,3.23e-05,0.223,0.208,90.16,250173,4,12.0
1Agu4u8a8Qm28zq5JtwaVv,True,En Total Plenitud,3tJnB0s6c3oXPq1SCCavnd,Marco Antonio Solís,¿A Dónde Vamos A Parar?,https://open.spotify.com/track/1Agu4u8a8Qm28zq5JtwaVv,69,2010-01-01,2010,0.383,0.482,0,-4.979,1,0.0286,0.458,0.00381,0.121,0.181,143.916,228920,4,3.0
1B8MHa0NveCF1ViBEOZWO5,True,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",2p4FqHnazRucYQHyDCdBrJ,Simple Plan,Addicted,https://open.spotify.com/track/1B8MHa0NveCF1ViBEOZWO5,64,2018-04-06,2018,0.522,0.751,1,-5.46,1,0.0435,0.000491,2.22e-06,0.158,0.605,139.51,232067,3,3.0
1BV0m40U0M4t1SLIsDnwZl,True,All the Lost Souls,7KMqksf0UMdyA0UCf4R3ux,James Blunt,1973,https://open.spotify.com/track/1BV0m40U0M4t1SLIsDnwZl,67,2007-09-17,2007,0.72,0.668,9,-7.928,1,0.0269,0.0652,0.00664,0.0789,0.768,123.007,280027,4,13.0
1BfgBMpDcjZXiHuFT61caa,True,"Spirit in Black, Chapter Six (The Ultimate Metal Selection)",0d5ZwMtCer8dQdOPAgWhe7,Various Artists,Je suis d'ailleurs,https://open.spotify.com/track/1BfgBMpDcjZXiHuFT61caa,1,2016,2016,0.42,0.652,9,-8.361,0,0.0329,5.65e-05,0.877,0.0925,0.237,126.297,440320,4,1.0
1CAw3ethNuSDPf3E7luSFF,True,Personal Conversation,5aEWnrN8h3MhuFUPRfaVuy,Case,Faded Pictures,https://open.spotify.com/track/1CAw3ethNuSDPf3E7luSFF,58,1999-01-01,1999,0.705,0.511,6,-7.422,0,0.202,0.125,1.72e-06,0.153,0.581,82.011,229773,4,10.0
1CHcC0y3SfJKUxtc33hB7t,True,From Rotting Fantasylands,2KHIH3mfq3nZ6LccJ0mfei,Nero's Day At Disneyland,In Aisles,https://open.spotify.com/track/1CHcC0y3SfJKUxtc33hB7t,29,2009-09-20,2009,0.746,0.815,11,-2.462,0,0.0447,0.0274,0.00579,0.0577,0.778,126.025,141107,4,1.0
1CeizRCGEYPWooEeVfmyFL,True,"Who Is Jill Scott? - Words and Sounds, Vol. 1",6AVLthptCPhfrxlHadOBJD,Jill Scott,A Long Walk,https://open.spotify.com/track/1CeizRCGEYPWooEeVfmyFL,56,2000-07-18,2000,0.713,0.541,6,-9.295,0,0.248,0.0617,0.000137,0.112,0.28,75.714,280973,4,18.0
1CkvWZme3pRgbzaxZnTl5X,True,21,4dpARuHxo51G3z768sgnrY,Adele,Rolling in the Deep,https://open.spotify.com/track/1CkvWZme3pRgbzaxZnTl5X,75,2011-01-19,2011,0.729,0.756,8,-5.119,1,0.0294,0.131,0.0,0.0527,0.522,104.945,228293,4,6.0
1D2L6MefbXon28PzIk9I3r,True,beerbongs & bentleys,246dkjvS1zLTtiykXe5h60,Post Malone,92 Explorer,https://open.spotify.com/track/1D2L6MefbXon28PzIk9I3r,73,2018-04-27,2018,0.798,0.733,7,-4.811,0,0.0476,0.265,1.25e-06,0.114,0.861,146.046,211427,4,20.0
1DhRbox3xkceP64k3JeYfW,True,No.6 Collaborations Project,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,Antisocial (with Travis Scott),https://open.spotify.com/track/1DhRbox3xkceP64k3JeYfW,72,2019-07-12,2019,0.715,0.823,5,-5.313,0,0.0495,0.133,0.0,0.361,0.91,151.956,161747,4,5.0
1Dx8rIZaXzZPvUQRF2j9hB,True,Tyrese,08p7B5OtcUuVblvkQIlBhJ,Tyrese,Sweet Lady,https://open.spotify.com/track/1Dx8rIZaXzZPvUQRF2j9hB,59,1998-08-31,1998,0.588,0.522,9,-6.254,0,0.0383,0.233,0.0,0.24,0.584,66.024,290600,4,17.0
1DyfJFP74T1iczEp3Mm94J,True,Double X,7gqKcfoY25do9k18uCCgIT,Bonfire,Rap Is Crap!,https://open.spotify.com/track/1DyfJFP74T1iczEp3Mm94J,1,2006-05-26,2006,0.618,0.911,1,-4.853,1,0.0523,0.00214,1.41e-05,0.357,0.483,118.028,229360,4,1.0
1E76x9IjlmHanrHE3k6Oh7,True,The Definitive Pop Collection,6mcrZQmgzFGRWf7C0SObou,Frankie Valli & The Four Seasons,Candy Girl - 2006 Remaster,https://open.spotify.com/track/1E76x9IjlmHanrHE3k6Oh7,15,2006-09-12,2006,0.639,0.517,9,-8.142,0,0.0345,0.681,0.0,0.67,0.722,126.229,157587,4,2.0
1EKcXCqix2v6qb6rj2m5Ty,True,Translucence + Drift Music,36pk438TUUMdX59j1zbvTu,John Foxx,A Delicate Romance,https://open.spotify.com/track/1EKcXCqix2v6qb6rj2m5Ty,23,2003-08-25,2003,0.141,0.0157,0,-33.886,1,0.0396,0.984,0.892,0.111,0.0324,141.339,434733,4,10.0
1FIKYUIJZnJNWN7OfkQHmb,True,Milano new wave 1980-83,35dWYIuiFN5YxfgcCbb29K,Various Artists,Praise,https://open.spotify.com/track/1FIKYUIJZnJNWN7OfkQHmb,1,2009-12-21,2009,0.557,0.958,7,-3.006,1,0.081,0.23,0.915,0.215,0.608,139.955,190773,4,1.0
1FwMRlo4WmMWt6PjfkMVQ0,True,Flying In A Blue Dream,2yzxX2DI9LFK8VFTyW2zZ8,Joe Satriani,I Believe,https://open.spotify.com/track/1FwMRlo4WmMWt6PjfkMVQ0,35,1989-10-30,1989,0.578,0.544,7,-6.805,1,0.0255,0.469,0.0012,0.0869,0.373,92.315,352640,4,5.0
1GwVi2ceNb8dMFA3DZGnnY,True,Take It All Away (U.S. Version),3C4t1usFGoKHCSRdujm2GN,Ryan Cabrera,On the Way Down,https://open.spotify.com/track/1GwVi2ceNb8dMFA3DZGnnY,48,2004-06-08,2004,0.5,0.845,1,-5.015,1,0.0369,0.00184,0.0,0.106,0.539,95.199,212045,4,9.0
1H5tvpoApNDxvxDexoaAUo,True,Who Let The Dogs Out,67FFKYikvTlvsPNk4NPOYJ,Baha Men,Who Let The Dogs Out,https://open.spotify.com/track/1H5tvpoApNDxvxDexoaAUo,65,2000,2000,0.869,0.887,0,-4.505,1,0.0993,0.0605,0.0,0.148,0.784,129.221,198400,4,1.0
1HNkqx9Ahdgi1Ixy2xkKkL,True,x (Deluxe Edition),6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,Photograph,https://open.spotify.com/track/1HNkqx9Ahdgi1Ixy2xkKkL,83,2014-06-21,2014,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987,4,5.0
1JDIArrcepzWDTAWXdGYmP,True,True Colors,2qxJFvFYMEDqd7ui6kSAcq,Zedd,I Want You To Know,https://open.spotify.com/track/1JDIArrcepzWDTAWXdGYmP,66,2015-05-18,2015,0.58,0.846,9,-2.876,0,0.0573,0.00537,6.62e-06,0.145,0.366,129.998,240000,4,11.0
1KGi9sZVMeszgZOWivFpxs,True,Fanmail,0TImkz4nPqjegtVSMZnMRq,TLC,No Scrubs,https://open.spotify.com/track/1KGi9sZVMeszgZOWivFpxs,79,1999-02-23,1999,0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,214400,4,23.0
1KXtzfluasAME3B2OreUPm,True,Everyone You Love Will Be Happy Soon,7fzr9IUh6UnQW2n1jDSrDC,Quiet Company,It's Better to Spend Money,https://open.spotify.com/track/1KXtzfluasAME3B2OreUPm,23,2009-01-01,2009,0.384,0.916,7,-6.531,1,0.1,0.0164,6.38e-05,0.153,0.138,205.053,234867,4,2.0
1Kef862HDQdZQaXpxNtHuv,True,VYP - Voice of the Young People,5qK5bOC6wLtuLhG5KvU17c,Lil Mama,Shawty Get Loose (feat. Chris Brown & T-Pain),https://open.spotify.com/track/1Kef862HDQdZQaXpxNtHuv,43,2008-04-28,2008,0.886,0.724,1,-4.229,1,0.246,0.165,0.0,0.095,0.619,115.072,209507,4,6.0
1Kgyx7NLtzsa3gWV1efGHu,True,"Wisin Vs Yandel ""Los Extraterrestres""",1wZtkThiXbVNtj6hee6dz9,Wisin & Yandel,Sexy Movimiento,https://open.spotify.com/track/1Kgyx7NLtzsa3gWV1efGHu,66,2007-01-01,2007,0.815,0.757,10,-6.16,0,0.039,0.382,3.28e-06,0.147,0.734,104.986,209680,4,2.0
1KpBtWSI9dlv0RjtzvF1BD,True,"Soco (feat. Wizkid, Ceeza Milli, Spotless & Terri)",3CQCQz0XwZooCdtGgwtcR7,Starboy,"Soco (feat. Wizkid, Ceeza Milli, Spotless & Terri)",https://open.spotify.com/track/1KpBtWSI9dlv0RjtzvF1BD,65,2018-02-21,2018,0.841,0.644,9,-3.284,0,0.083,0.594,0.00402,0.142,0.881,108.003,255608,4,1.0
1LQmyPcWxfN7yih7FYUNXe,True,YosepH,0HfxCluo7N2dhr4oRM0wBv,Luke Vibert,I Love Acid,https://open.spotify.com/track/1LQmyPcWxfN7yih7FYUNXe,35,2003-10-13,2003,0.804,0.872,6,-7.931,1,0.052,0.00595,0.521,0.211,0.856,110.409,259027,4,14.0
1LXAogXzkfGauEWDX0qK0s,True,Wondering Mind,1qykxtFM9KoTti5y3xV1uk,FaltyDL,Paradox Garage,https://open.spotify.com/track/1LXAogXzkfGauEWDX0qK0s,8,2017-12-15,2017,0.734,0.84,1,-8.341,0,0.0436,0.000186,0.934,0.162,0.085,120.021,290772,4,4.0
1Lhwn4PqeGpM4LTVUowW76,True,Invincible,3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,You Rock My World,https://open.spotify.com/track/1Lhwn4PqeGpM4LTVUowW76,64,2001-10-29,2001,0.854,0.673,4,-3.132,0,0.185,0.038,0.000227,0.255,0.955,95.0,337733,4,13.0
1LmN9SSHISbtp9LoaR5ZVJ,True,Overexposed,04gDigrS5kc9YWfZHwBETP,Maroon 5,Payphone,https://open.spotify.com/track/1LmN9SSHISbtp9LoaR5ZVJ,72,2012-01-01,2012,0.739,0.756,4,-4.828,1,0.0394,0.0136,0.0,0.37,0.523,110.028,231387,4,6.0
1Lmqiu1UtS8KzaOx2n73tO,True,Not Colored Too Perfect,4NGiEU3Pkd8ASRyQR30jcA,Matt Nathanson,Somewhere To Hide,https://open.spotify.com/track/1Lmqiu1UtS8KzaOx2n73tO,5,1998,1998,0.604,0.485,8,-10.842,1,0.0487,0.454,1.34e-05,0.0758,0.557,129.154,204187,4,18.0
1MK5FOmm5ppLIS2Ga3jHlT,True,Kylie,4RVnAU35WRWra6OZ3CbbMA,Kylie Minogue,I Should Be So Lucky,https://open.spotify.com/track/1MK5FOmm5ppLIS2Ga3jHlT,51,1988-07-04,1988,0.734,0.978,7,-4.568,1,0.034,0.0412,0.422,0.358,0.845,116.082,204440,4,14.0
1MaI6NwdrqnE3mRzOYTpoo,True,This Is Not a Test!,2wIVse2owClT7go1WT98tk,Missy Elliott,Bomb Intro / Pass That Dutch,https://open.spotify.com/track/1MaI6NwdrqnE3mRzOYTpoo,57,2003-11-01,2003,0.899,0.645,10,-11.621,0,0.271,0.0435,0.101,0.358,0.348,110.895,217200,4,16.0
1MgM0WDaoQ2A3bnIQTR6ty,True,Original Hits,0TnOYISbd1XYRBk9myaseg,Pitbull,Go Girl,https://open.spotify.com/track/1MgM0WDaoQ2A3bnIQTR6ty,55,2012-05-08,2012,0.986,0.597,8,-6.809,1,0.308,0.145,2.18e-06,0.197,0.761,115.004,229669,4,10.0
1MzlQlMCHU4zSyHjVGbMln,True,Slice,7FgMLbnZVrEnir95O0YujA,Five For Fighting,Chances,https://open.spotify.com/track/1MzlQlMCHU4zSyHjVGbMln,53,2010-06-15,2010,0.401,0.802,10,-5.646,1,0.0291,0.0236,0.0,0.224,0.326,163.987,215200,4,19.0
1N1dVl208WmkZJ1MtLkBc3,True,Blues Of Desperation,2SNzxY1OsSCHBLVi77mpPQ,Joe Bonamassa,No Good Place For The Lonely,https://open.spotify.com/track/1N1dVl208WmkZJ1MtLkBc3,40,2016-03-25,2016,0.303,0.802,5,-4.552,0,0.0319,0.000447,0.249,0.0956,0.489,103.967,518533,3,6.0
1N3dZ7TTWO6VcD4Y3hHYLZ,True,Zootopia (Original Motion Picture Soundtrack),0EmeFodog0BfCgMzAIvKQp,Michael Giacchino,Try Everything,https://open.spotify.com/track/1N3dZ7TTWO6VcD4Y3hHYLZ,69,2016-02-12,2016,0.705,0.609,1,-4.897,1,0.0307,0.0257,0.0,0.0846,0.476,115.474,196853,4,1.0
1NGvgncIB1kIDSEUWNV0Bg,True,Juice Remix,5zqRdlPXeCIuxgaPimSKXj,Ycee,Juice Remix,https://open.spotify.com/track/1NGvgncIB1kIDSEUWNV0Bg,55,2018-06-05,2018,0.79,0.732,1,-3.599,1,0.0844,0.609,2.87e-05,0.118,0.785,109.974,250985,4,1.0
1NNDZc9BHaWe9JqIsPRlNV,True,Welcome II Nextasy,2MGT7CYlixSPxAnnkhLpaA,Next,Wifey - Club Mix/Dirty Version,https://open.spotify.com/track/1NNDZc9BHaWe9JqIsPRlNV,57,2000-06-20,2000,0.831,0.713,7,-6.967,0,0.104,0.0678,0.0,0.0659,0.683,99.584,243467,4,18.0
1NT76WD8FONQqTXKZ4MIRT,True,Zebop!,6GI52t8N5F02MxU0g5U69P,Santana,Winning,https://open.spotify.com/track/1NT76WD8FONQqTXKZ4MIRT,49,1981-04-29,1981,0.664,0.521,2,-13.251,1,0.031,0.0935,0.000493,0.0502,0.746,86.142,209733,4,12.0
1NZAeh2a8Y6Ry5hGBPGP1e,True,Shango,6GI52t8N5F02MxU0g5U69P,Santana,Hold On,https://open.spotify.com/track/1NZAeh2a8Y6Ry5hGBPGP1e,54,1983-09-06,1983,0.671,0.516,7,-15.981,0,0.0519,0.488,2.8e-05,0.138,0.711,124.699,261027,4,12.0
