,track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,Predicted_Like
2542,Part of Your Body Is Made Out of Rock,Piebald,spotify:track:3tf1dxHY5aA1wdUjMxb6o2,0.214,0.708,0,-4.044,1,0.0496,0.00337,0.0,0.0785,0.33899999999999997,173.09799999999998,136627,4,35.34867,9,0,0
2544,I Am The Highway,Audioslave,spotify:track:3bwAS8cN7Xtzvv5UurJOOX,0.341,0.662,9,-5.023,0,0.0335,0.105,0.0,0.113,0.2,174.875,334907,4,22.65941,16,1,0
2545,Already Gone,Kelly Clarkson,spotify:track:7ceIquYtiTYlgSSm7PqUf9,0.209,0.872,9,-2.9960000000000004,1,0.0757,0.217,0.0,0.0768,0.294,78.139,281560,4,53.00219,13,1,0
2550,"Tales of Endurance, Pt. 4, 5 & 6",Supergrass,spotify:track:0kAFTd3dWytNQPVF18jCIv,0.297,0.501,7,-14.485,1,0.0316,0.00665,0.19,0.258,0.161,95.571,330507,4,39.56201,15,0,0
2551,My Wish,Rascal Flatts,spotify:track:6Gfmj0HbpvxTdW0sdlzTDU,0.5479999999999999,0.769,4,-4.853,1,0.0312,0.0307,5.53e-06,0.0867,0.38799999999999996,135.71200000000002,248280,4,40.462590000000006,11,1,0
2553,Lose Yourself,Eminem,spotify:track:5Z01UMMf7V1o0MzF86s6WJ,0.6920000000000001,0.7440000000000001,2,-4.565,1,0.257,0.00868,0.00042300000000000004,0.359,0.0612,171.37400000000002,326467,4,53.96275,10,1,0
2557,Irresistible,Jessica Simpson,spotify:track:2TVSa07y6g3HRn4oLWv57M,0.659,0.966,8,-2.783,0,0.0538,0.0279,8.25e-05,0.0489,0.687,93.008,193600,4,23.649,8,1,0
2561,The Zephyr Song,Red Hot Chili Peppers,spotify:track:1ndGB6rvxKYN9seCYO1dTF,0.725,0.8029999999999999,2,-4.083,1,0.0337,0.013000000000000001,3.66e-05,0.0891,0.40299999999999997,117.391,231933,4,51.98036,8,1,0
2563,Just Because,Jane's Addiction,spotify:track:3k6L0H08zSY5yRDgqI8fqx,0.369,0.996,10,-1.531,0,0.0931,3.8299999999999996e-05,0.14,0.249,0.209,98.162,231853,4,23.855439999999998,11,1,0
2565,Chosen Paradize - Whos You Daddy?,Chosen Few,spotify:track:1qRM6tpHkETRDvr8Jo8vLk,0.5539999999999999,0.81,7,-5.277,1,0.0387,0.000117,0.162,0.184,0.174,180.011,270000,4,33.37601,12,0,0
2572,ASL,I Set My Friends On Fire,spotify:track:2vY5isgw6pEB9HKyAexkZz,0.525,0.873,7,-4.601,0,0.14,0.0322,0.0,0.13,0.44,167.861,162947,4,30.56035,9,0,0
2574,Era l'anima mia,Claudio Monteverdi,spotify:track:6s3zyOLI5YEoBpLSB9Am1W,0.209,0.0615,7,-21.331999999999997,0,0.0411,0.988,0.0,0.0926,0.0351,132.52200000000002,216427,3,84.48909,11,0,0
2581,Baby I Love U,Jennifer Lopez,spotify:track:3adU6Jes8lnvOLnmYYVJgr,0.8320000000000001,0.688,2,-6.346,1,0.0468,0.018000000000000002,0.207,0.0596,0.39899999999999997,111.965,268733,3,26.350170000000002,9,1,0
2583,Sober,P!nk,spotify:track:733ncRLzZQT5UtSPg1QmPc,0.612,0.797,6,-4.896,1,0.0315,0.0626,0.0,0.187,0.373,90.95,251533,4,49.08961,10,1,0
2588,So Much Better,Laura Bell Bundy,spotify:track:3nfMOTjl5Ts1GZScRKuQnF,0.5870000000000001,0.59,2,-10.221,1,0.6890000000000001,0.564,0.0,0.115,0.426,78.70100000000001,209227,4,34.04233,10,0,0
2589,I Wanna Love You Forever,Jessica Simpson,spotify:track:5gZEhPrN1VLqTG1nIAXeNK,0.59,0.6659999999999999,4,-4.047,0,0.0244,0.156,0.0,0.136,0.0743,104.042,263800,4,55.29855,10,1,0
2590,Te Quiero,Flex,spotify:track:1Z4IqxukC6Yuer0nK7rC2R,0.536,0.598,1,-9.607999999999999,1,0.0424,0.00314,0.0,0.319,0.465,83.946,199110,4,29.034979999999997,10,1,0
2591,Ragnarok,Sonne Hagal,spotify:track:68qJX5lhVoLyxfd2taLDEa,0.172,0.557,0,-8.79,1,0.0313,0.000698,0.6579999999999999,0.187,0.414,82.47200000000001,220000,3,45.30529,8,0,0
2592,The Reincarnation of Benjamin Breeg - 2015 Remaster,Iron Maiden,spotify:track:7Mgpf3WNIXiiSRRUbnTqnc,0.353,0.8370000000000001,4,-5.551,0,0.0356,0.00268,0.000533,0.11,0.14400000000000002,110.999,442053,4,29.07825,15,0,0
2594,Thunder,Boys Like Girls,spotify:track:1MrNveiYvWyKNAMiqn8xS8,0.508,0.821,2,-5.279,1,0.0395,0.223,0.0,0.316,0.46299999999999997,75.057,236680,4,40.37513,8,1,0
2596,Feels Like Today,Rascal Flatts,spotify:track:0PprD6oGodYXihViAHuoOc,0.364,0.72,6,-4.237,1,0.0274,0.0398,0.000458,0.213,0.39299999999999996,170.093,200733,3,21.903679999999998,9,1,0
2597,Metal Bird,Rose Kemp,spotify:track:11e2kVpXvLsQ33D3l86Njr,0.384,0.581,4,-8.881,1,0.0335,0.473,0.00778,0.114,0.20800000000000002,123.081,368320,4,67.1532,13,0,0
2599,Baby Mama,Fantasia,spotify:track:3VgdPErkHCW7WZiTt6jwho,0.6579999999999999,0.713,9,-6.83,1,0.0716,0.062,0.0,0.0402,0.447,81.98,255787,4,47.32172,9,1,0
2602,Believe,Brooks & Dunn,spotify:track:5qOCmP9qU3AmeCIZ4hjimg,0.583,0.39399999999999996,9,-7.73,1,0.0307,0.281,9.86e-06,0.0781,0.184,120.04899999999999,311200,4,67.33836,16,1,0
2603,Breath,Breaking Benjamin,spotify:track:4JXfNOePhdgMOI7KZ1L25U,0.34700000000000003,0.868,5,-4.145,0,0.0467,0.00011999999999999999,0.000273,0.0845,0.313,182.851,218467,4,22.79662,13,1,0
2604,Il Tramonto (lyric poem for mezzo-soprano & string orchestra),Ottorino Respighi,spotify:track:2cDMWn5t5g4BuDlWJJ7shX,0.204,0.0377,9,-26.67,1,0.0501,0.987,0.00847,0.147,0.0359,78.67,953829,3,46.0971,53,0,0
2605,Metál invázió,Rotor,spotify:track:0NG7PMktNFdWlVXtSLRvYE,0.402,0.976,4,-3.835,0,0.138,0.0313,0.491,0.057999999999999996,0.174,90.351,250947,4,33.53309,10,0,0
2609,Sajna Kahe Bhool Gaye (Without Rap),Bally Sagoo,spotify:track:5SjAWBLg7RwELRIv0SGQqU,0.6709999999999999,0.6459999999999999,6,-8.027000000000001,0,0.0598,0.0211,0.0006450000000000001,0.179,0.449,80.984,272413,4,43.6933,9,0,0
2610,Rain On Me,Ashanti,spotify:track:1YZBMqN8kHaaRPXpQTC3kb,0.606,0.6990000000000001,8,-3.103,0,0.0337,0.344,1.93e-06,0.0757,0.509,83.699,297960,4,35.93742,10,1,0
2611,Why Don't We Fall In Love,Amerie,spotify:track:4bnjq8zqtCnxTGxll5ezOO,0.551,0.773,11,-6.577999999999999,0,0.10099999999999999,0.0673,3.39e-05,0.0511,0.649,90.00299999999999,159293,4,23.784029999999998,7,1,0
2615,Lepers Among Us,Dimmu Borgir,spotify:track:1y1QKK5KOmi0WIm0cX8cKd,0.245,0.975,9,-4.018,1,0.1,6.23e-06,0.598,0.0902,0.10099999999999999,103.66,283640,4,36.26934,14,0,0
2617,Left 4 Dead,Papercut Massacre,spotify:track:4u9EEa50joYg5UdbbE5dBi,0.40399999999999997,0.922,5,-5.9910000000000005,0,0.19,0.000593,0.0,0.0477,0.36200000000000004,176.146,214400,3,17.573220000000003,10,0,0
2618,Heard It All Before,Sunshine Anderson,spotify:track:0xikWgPgYN9BEes0ieZ8Co,0.698,0.925,3,-4.209,0,0.222,0.0611,0.0,0.095,0.6759999999999999,96.95299999999999,295827,4,40.01147,14,1,0
2624,Died In Your Arms - Original Mix Edit,Alex M.,spotify:track:0fEupsmn0Ag7UOkgCaL0Qn,0.583,0.9590000000000001,10,-4.506,0,0.0511,0.00229,0.00236,0.0759,0.345,141.982,213762,4,74.65879,7,0,0
2634,We're Hardcore,Gord Downie,spotify:track:16Dl839t49apaASQsSJsf3,0.391,0.9840000000000001,4,-2.562,1,0.218,0.0148,0.00299,0.456,0.27399999999999997,138.85399999999998,105667,4,28.69515,7,0,0
2635,Ch-Check It Out,Beastie Boys,spotify:track:56H98l4uinRifnTH8e308N,0.795,0.899,1,-7.02,1,0.292,0.0766,0.0,0.0852,0.6940000000000001,115.06200000000001,192427,4,55.5543,7,1,0
2636,The Prophecy,Opera IX,spotify:track:5zfHjZzAVNU72bBIsljLcy,0.34299999999999997,0.943,4,-5.086,0,0.0574,2.07e-06,0.611,0.179,0.37,130.028,370267,4,33.84774,13,0,0
2637,Nothin' Better To Do,LeAnn Rimes,spotify:track:0bl8cC6oBCt96U8MovxhV8,0.451,0.9109999999999999,5,-3.668,0,0.14300000000000002,0.254,0.0,0.17,0.455,198.075,266507,4,27.545809999999996,14,1,0
2638,What Happened?,H2O,spotify:track:3azOJtUGKGMwEG5vGrFEVg,0.518,0.948,6,-4.776,0,0.13699999999999998,0.0176,0.0,0.109,0.6459999999999999,160.033,173787,4,35.73056,9,0,0
2639,Stabwound,Necrophagist,spotify:track:78oF7KjxHMJHtiwgc2I3rw,0.28,0.961,2,-7.31,1,0.154,4.8e-05,0.249,0.25,0.0807,115.34200000000001,168000,3,44.66897,8,0,0
2643,Pop,Katzenstreik,spotify:track:61u5FKoVE9gdQdmHUScFrZ,0.28,0.9309999999999999,7,-5.507000000000001,1,0.0843,0.000951,0.08900000000000001,0.0641,0.259,165.49400000000003,183653,4,42.51593,8,0,0
2645,At Your Funeral,Saves The Day,spotify:track:340FrzH0Ji2keVAlX2FJZ5,0.257,0.9359999999999999,2,-6.131,1,0.35700000000000004,0.00243,0.0,0.14,0.376,197.929,189693,4,40.451859999999996,7,0,0
2646,Best I Ever Had,Drake,spotify:track:1GxHeBvQ9935Dd3cSfsfBa,0.431,0.894,5,-2.673,0,0.33,0.0951,0.0,0.188,0.604,162.19299999999998,258760,4,36.00737,14,1,0
2649,Strongwhip,Bury Me Deep,spotify:track:6p61HqeiABdKpXMPIeEqza,0.483,0.958,2,-6.983,0,0.0421,1.24e-05,0.00984,0.0775,0.332,101.083,202200,4,60.6562,11,0,0
2651,He Didn't Have To Be,Brad Paisley,spotify:track:1LONTBZZRxDVx4wEvdcCLd,0.47600000000000003,0.44299999999999995,9,-7.563,1,0.0282,0.105,7.97e-06,0.12300000000000001,0.165,72.888,282227,4,39.81799,12,1,0
2652,Getting Away With Murder,Papa Roach,spotify:track:1x0AirtLjfVquI0A9iBVep,0.539,0.97,1,-3.783,1,0.0534,0.000113,4.1700000000000004e-05,0.23199999999999998,0.382,103.89,191373,4,27.869120000000002,9,1,0
2656,Wherever You Will Go,The Calling,spotify:track:5QpaGzWp0hwB5faV8dkbAz,0.5579999999999999,0.7190000000000001,2,-5.113,1,0.0267,0.0367,0.0,0.115,0.371,112.027,208600,4,42.26572,7,1,0
2658,Voveso In Mori,Eluveitie,spotify:track:0CPNF2Aimte2oV3ZvlWSqL,0.51,0.6759999999999999,0,-6.303999999999999,1,0.0271,0.00146,0.0565,0.555,0.136,100.038,249093,3,67.55124,7,0,0
2660,Eyes On The Prize,My Awesome Compilation,spotify:track:5cEUtH5cmz14RfLrVV9ZZy,0.439,0.9359999999999999,2,-3.763,0,0.0493,0.00011399999999999999,0.00583,0.0878,0.515,95.93,178427,4,31.10997,7,0,0
2661,In Crematorium Flame,Rudimentary Peni,spotify:track:6jki1PRcao6BbiYy2a2OX9,0.14400000000000002,0.998,8,-4.519,0,0.0702,9.27e-05,0.0488,0.377,0.49700000000000005,206.012,61920,4,27.14156,5,0,0
2663,Say OK,Vanessa Hudgens,spotify:track:73qbBlEAcm2HfnAaSnP1II,0.469,0.6890000000000001,9,-7.017,0,0.0475,0.00607,0.00119,0.114,0.531,126.505,221867,3,27.529770000000003,10,1,0
2672,Vampiria - Live in Katowice 2004,Moonspell,spotify:track:2KzkVTmfUQ37UWIIWgePI8,0.298,0.8190000000000001,4,-11.142999999999999,1,0.0891,0.0006450000000000001,0.0149,0.711,0.121,132.179,335827,4,75.57467,10,0,0
2676,Wild Thing,Sky Saxon,spotify:track:5FUmesGAyQkY7HfVmAOall,0.557,0.6920000000000001,9,-3.2460000000000004,1,0.0318,0.0358,2.78e-05,0.095,0.44299999999999995,106.126,184787,4,27.228990000000003,8,0,0
2677,The Harlot's Lie,Novembers Doom,spotify:track:3Vm3N6Vvrw4W0DhE1rZlO2,0.24100000000000002,0.986,6,-5.032,1,0.114,1.49e-06,0.239,0.311,0.19899999999999998,105.118,332920,3,45.72657,15,0,0
2680,Skin Coffin,Psycroptic,spotify:track:6SV5fXeymhLh5ZZNExRWn6,0.34700000000000003,0.9690000000000001,7,-5.8629999999999995,1,0.22699999999999998,1.21e-05,0.0163,0.244,0.18,115.906,241427,4,40.750609999999995,9,0,0
2682,All These Things That I've Done,The Killers,spotify:track:0kYUrLVQOfx21xuXu7OGrT,0.557,0.728,6,-6.181,1,0.0405,0.00156,5.13e-06,0.11800000000000001,0.21600000000000003,118.241,301573,4,26.666809999999998,14,1,0
2684,Make Some Noise,Hannah Montana,spotify:track:4OCwbVkarjtTqkYZUP10lQ,0.5,0.723,7,-4.33,1,0.0292,0.00197,0.0,0.0661,0.369,155.84799999999998,287627,3,30.18682,14,1,0
2689,Flame of Doom,Graveland,spotify:track:1opaJ30hUf7L4CIlSXN5Cv,0.18600000000000003,0.953,4,-12.039000000000001,0,0.0772,2.7000000000000002e-05,0.402,0.0682,0.147,129.815,458987,4,61.40955,17,0,0
2690,I Would've Loved You Anyway,Trisha Yearwood,spotify:track:5ypO2aV9FHp4WulbTXepBx,0.389,0.449,6,-5.8260000000000005,1,0.027000000000000003,0.49200000000000005,7.88e-06,0.102,0.32799999999999996,68.94,221453,4,29.3603,10,1,0
2698,E-Pro,Beck,spotify:track:01MBhRpvFkbeRwAp7gcF2W,0.624,0.9590000000000001,11,-6.252999999999999,0,0.0769,0.00133,0.171,0.10099999999999999,0.69,95.794,202360,4,41.094429999999996,10,1,0
2705,Cleansing,Wolves In The Throne Room,spotify:track:2Q5EO1fOy0XM8FVHXuXEHv,0.10099999999999999,0.754,0,-7.874,1,0.0932,0.000278,0.919,0.10400000000000001,0.0469,158.422,595200,4,40.88909,26,0,0
2706,Gorebag,Jungle Rot,spotify:track:5Rn5hHLldg8TjnPBNxSZus,0.29,0.759,2,-13.790999999999999,1,0.0431,3.75e-06,0.847,0.0767,0.27399999999999997,93.55,231440,4,33.12997,8,0,0
2708,Vanished,Crystal Castles,spotify:track:0Q2YGyMeeZMAvzebtxoQ5f,0.713,0.868,0,-6.644,0,0.0305,0.00206,9.23e-05,0.225,0.6409999999999999,119.98,242960,4,44.67471,8,0,0
2710,Yes!,Chad Brock,spotify:track:1PrZOkFxJqTZAH8P3x87hW,0.674,0.623,2,-5.97,1,0.0283,0.004079999999999999,5.610000000000001e-05,0.0488,0.452,126.54700000000001,206733,4,19.674879999999998,9,1,0
2713,I Wanna Be Your Dog - Remastered,The Stooges,spotify:track:6clhKRH03Y0FWMTW3R1pHq,0.541,0.9129999999999999,4,-8.03,1,0.0359,0.0681,0.0523,0.414,0.113,120.634,190440,4,77.05134,5,0,0
2717,Firecracker,Josh Turner,spotify:track:6qqZ3ZyjCrXNdrRB17qX5k,0.441,0.966,1,-5.8870000000000005,0,0.092,0.0791,0.000509,0.0839,0.754,174.576,208787,3,35.72198,11,1,0
2719,Helden (feat. Till Lindemann),Apocalyptica,spotify:track:1s1rBeCVohg6MoHo4zUZ3d,0.442,0.835,9,-4.486000000000001,0,0.0409,0.000147,0.595,0.0953,0.0393,113.039,258840,4,39.72753,9,0,0
2721,"Bind, Torture, Kill",Suicide Commando,spotify:track:6nznqaQESn82evs2QrCmQB,0.594,0.736,11,-8.486,1,0.0388,0.000256,0.0722,0.107,0.0398,129.998,361347,4,25.142020000000002,10,0,0
2722,"What A Catch, Donnie",Fall Out Boy,spotify:track:62Vulfjc2qjCWim4LWBvvc,0.48100000000000004,0.69,5,-4.177,1,0.0363,0.0516,1.89e-06,0.17300000000000001,0.45899999999999996,128.003,290800,4,55.74978,9,1,0
2724,Let's Stay Home Tonight,Joe,spotify:track:2PXv2AkAZkqYqc96gDKXuA,0.691,0.742,0,-4.49,0,0.0602,0.145,3.14e-05,0.0944,0.722,90.102,206667,4,25.95339,11,1,0
2727,Fly Away,Miri Ben-Ari,spotify:track:7GcysupVZpgv7TsMIQC0ZT,0.677,0.86,4,-4.012,0,0.191,0.0712,0.0,0.24100000000000002,0.762,83.527,234480,4,53.97197,8,0,0
2728,Proud Of The House We Built,Brooks & Dunn,spotify:track:7dP5CWoAZlHVBzNAsSxYP1,0.618,0.79,6,-4.973,1,0.0445,0.0655,0.006409999999999999,0.11,0.545,119.98700000000001,226187,4,24.72916,11,1,0
2729,Akhera Goiti - Akhera Beiti (One Black Opalith For Tomorrow),Absu,spotify:track:1oGv3wA2NdjALU3vxah9Jn,0.0822,0.997,8,-2.985,1,0.155,1.86e-06,0.00541,0.0258,0.0582,84.161,447987,4,85.45274,16,0,0
2731,Could I Have This Kiss Forever,Whitney Houston & Enrique Iglesias,spotify:track:1Sr5Z0pqqEWbNAp2Sos1Dt,0.505,0.8759999999999999,10,-6.107,0,0.0772,0.00375,6.06e-06,0.138,0.44299999999999995,93.84100000000001,235107,4,48.30661,10,1,0
2732,Shattered (Turn The Car Around),O.A.R.,spotify:track:0J3MfW6wwIBqC4zjp5AbQL,0.5710000000000001,0.784,11,-6.396,1,0.0352,0.0175,0.0,0.19,0.462,105.973,255493,4,30.71364,11,1,0
2734,Never Gonna Be Alone,Nickelback,spotify:track:7aySoZnwt7c6lA54qVVUOk,0.544,0.802,4,-4.152,1,0.0282,0.00155,7.340000000000001e-05,0.122,0.59,130.02200000000002,227027,4,58.110859999999995,7,1,0
2736,Need A Boss,Shareefa Featuring Ludacris,spotify:track:684c3GEBYgNYtlrCkWGFVw,0.684,0.797,0,-5.406000000000001,0,0.361,0.0457,3.72e-06,0.275,0.565,84.012,234813,4,26.784240000000004,10,1,0
2738,To The End Of Our Days,Alestorm,spotify:track:6tz7QxDke4yIy7IcbyGOeS,0.17600000000000002,0.9109999999999999,3,-4.4430000000000005,1,0.0552,4.6899999999999995e-05,7.49e-06,0.38299999999999995,0.295,93.03200000000001,382773,3,26.0956,14,0,0
2740,Like Glue,Sean Paul,spotify:track:707IJ75859Qd8AaeqqUMWw,0.757,0.78,1,-5.038,1,0.319,0.0811,0.0,0.113,0.59,97.917,232507,4,31.64548,12,1,0
2741,Outta Control (Remix),50 Cent Featuring Mobb Deep,spotify:track:7BKi4ZcyMBXeAvJ1OPxhdV,0.77,0.5870000000000001,8,-5.99,0,0.265,0.0268,0.0,0.0621,0.574,92.009,247973,4,39.49642,13,1,0
2745,Avantasia,Avantasia,spotify:track:6YTOLMRTnLAdPOo1kxjNoZ,0.483,0.9359999999999999,11,-5.022,1,0.0383,4.51e-05,0.0,0.14800000000000002,0.475,131.57399999999998,331533,4,45.36401,15,0,0
2746,Animal I Have Become,Three Days Grace,spotify:track:56sk7jBpZV0CD31G9hEU3b,0.5529999999999999,0.853,8,-3.668,1,0.0339,0.000684,0.0,0.126,0.506,122.023,231400,4,55.275980000000004,10,1,0
2748,Trying To Stop Your Leaving,Dierks Bentley,spotify:track:7zOtXBS23pOhmef9hv6CKk,0.617,0.57,7,-5.562,1,0.0302,0.00847,5.15e-05,0.0985,0.395,111.846,218147,4,31.19213,6,1,0
2749,Da Primavalle al Torrino,Metal Carter,spotify:track:7ezDaEzATWprpDE1w9ht3b,0.7,0.507,8,-9.037,0,0.31,0.127,0.0,0.0877,0.6709999999999999,82.863,215960,4,66.04505,7,0,0
2757,This Is How A Heart Breaks,Rob Thomas,spotify:track:3Voz5vnFfMu8nrVP6hIYte,0.605,0.9129999999999999,0,-4.345,1,0.0376,0.00159,0.0,0.0813,0.665,139.941,230960,4,41.529509999999995,8,1,0
2760,You're Gonna Miss This,Trace Adkins,spotify:track:68Q1r5zDnnYaHkh80yal4A,0.5,0.665,8,-7.157,1,0.0355,0.0237,6.409999999999999e-05,0.0994,0.32,154.997,224960,4,25.515929999999997,9,1,0
2766,Ninakkende,K. J. Yesudas,spotify:track:11X3zK4ADBA1rdlGrcdepH,0.59,0.535,4,-9.661,1,0.0649,0.435,0.0,0.102,0.353,74.969,301533,4,26.509790000000002,12,0,0
2769,Class Reunion (That Used To Be Us),Lonestar,spotify:track:35YiIUIo3a5f0qk0xhHgx9,0.589,0.872,7,-2.6260000000000003,1,0.028999999999999998,0.0151,2.99e-06,0.0577,0.524,116.986,272347,4,24.67389,9,1,0
2772,"Lions, Tigers & Bears",Jazmine Sullivan,spotify:track:7zqM7Wm2xJLZ50qAnTLoHD,0.5760000000000001,0.515,6,-6.178,1,0.0295,0.0788,0.0,0.11800000000000001,0.40700000000000003,95.406,251200,3,36.58627,10,1,0
2774,New Year's Eve,Adrenalin O.D.,spotify:track:02OuEcf1RUz5erNBf7rJOI,0.21899999999999997,0.759,5,-9.012,1,0.0554,0.0016600000000000002,0.39299999999999996,0.0849,0.376,155.864,87373,3,21.7607,7,0,0
2775,Perfect Situation,Weezer,spotify:track:1D7UBHqaPWDbBHs2S5YXge,0.47,0.8059999999999999,6,-4.1,1,0.0328,0.0271,0.00014199999999999998,0.2,0.40299999999999997,93.853,254333,4,77.02823000000001,9,1,0
2780,"This Ain't A Scene, It's An Arms Race",Fall Out Boy,spotify:track:1oagRT7LfpVlNJN6FSZDGp,0.435,0.887,9,-4.07,1,0.0636,0.0007469999999999999,0.0,0.0327,0.408,199.935,212040,4,47.89359,9,1,0
2781,Human,The Killers,spotify:track:1sTsuZTdANkiFd7T34H3nb,0.557,0.8,10,-8.477,1,0.0601,0.00132,0.0012,0.0906,0.5820000000000001,135.47,245373,4,32.487590000000004,12,1,0
2783,Slave,Spiritual Front,spotify:track:6nTkxO3jQJcmLScaeG2hAS,0.507,0.633,9,-7.93,0,0.0261,0.0122,1.91e-05,0.114,0.41100000000000003,92.55799999999999,251280,3,47.513690000000004,8,0,0
2784,Metal Crusaders,Exciter,spotify:track:3vWdzO83QaT7tAqloyegWW,0.28600000000000003,0.995,0,-3.002,1,0.166,5.8299999999999994e-05,7.120000000000001e-05,0.18899999999999997,0.0333,149.929,252560,4,40.7019,11,0,0
2785,Electrodes,Nausea,spotify:track:4ZHL3OopXAZFICZJTZjrNu,0.251,0.9179999999999999,1,-5.0089999999999995,1,0.145,0.000148,0.16,0.11199999999999999,0.244,88.569,202467,4,18.895970000000002,13,0,0
2786,Who's That Girl?,Eve,spotify:track:3uVE5vLKkigiWBOQEgmdDk,0.77,0.86,6,-3.702,1,0.19,0.0159,0.000713,0.0682,0.547,96.428,281907,4,35.68029,13,1,0
2787,Runnin (Dying To Live),Tupac Featuring The Notorious B.I.G.,spotify:track:1ZlVEstPFrKs3alKIejN6I,0.545,0.7959999999999999,10,-2.762,0,0.406,0.0467,0.00028700000000000004,0.165,0.629,166.122,231987,4,35.15663,9,1,0
2788,Rot n roll,Helltrain,spotify:track:3e7ijKswZYWYMYNnunhJ49,0.335,0.985,11,-6.0520000000000005,0,0.0934,0.00027,0.0,0.28800000000000003,0.168,186.114,208045,4,38.76515,10,0,0
2791,Incomplete,Backstreet Boys,spotify:track:0CnD7Hiw6pae6rLsZw5q5W,0.43700000000000006,0.589,4,-4.834,1,0.0331,0.231,0.0,0.0768,0.165,133.631,239587,4,21.011960000000002,11,1,0
2794,Human Metal,Rage,spotify:track:4Z6yjIl2FpT5nRIdkFobGa,0.502,0.9390000000000001,3,-5.353,1,0.0605,0.000166,0.00373,0.33,0.40299999999999997,81.048,327440,4,53.01194,14,0,0
2797,Pop-Muzik (feat. G-Hot),Fler,spotify:track:7tHmqEPXRG2IE0jvYzkyY9,0.617,0.551,1,-7.7860000000000005,1,0.33,0.0456,7.57e-06,0.374,0.182,84.125,227680,4,20.249270000000003,12,0,0
2800,Winter of a Life (Bonus),Lalu,spotify:track:0EHIr8I458ieMbWnlWAOcM,0.569,0.8009999999999999,9,-9.035,0,0.0489,0.0141,0.00147,0.128,0.253,120.02600000000001,369225,4,33.995259999999995,14,0,0
2801,Fear of the Dark - Live at Rock in Rio; 2015 Remastered Version,Iron Maiden,spotify:track:4IJZy9joZpC7ToPRpSJ4mb,0.132,0.948,2,-6.507999999999999,0,0.19,0.00659,0.0581,0.9390000000000001,0.14,92.988,461075,4,25.5403,18,0,0
2802,Transcend,King Britt,spotify:track:3vHfVRShPKzwFG4xXUTVXk,0.583,0.7440000000000001,9,-6.318,0,0.257,0.317,0.0188,0.179,0.583,99.637,224373,4,31.56193,10,0,0
2803,Devotion And Desire,Bayside,spotify:track:27O9FuS1UIm6ZyLplgLQAH,0.29600000000000004,0.9,2,-4.918,0,0.0922,0.0007019999999999999,0.0,0.33899999999999997,0.28600000000000003,184.25599999999997,209627,4,39.62207,12,0,0
2807,Start All Over,Miley Cyrus,spotify:track:4GhI2lrDJwwLXEGSrVrQGG,0.493,0.935,0,-2.763,1,0.0645,0.00031600000000000004,0.0,0.076,0.34700000000000003,150.085,207173,4,32.72994,10,1,0
2810,Antarctica,The Dreadnoughts,spotify:track:0wxu7byEkN9YZ5KKLgeoY7,0.245,0.9840000000000001,7,-1.794,1,0.10099999999999999,0.000599,1.56e-05,0.298,0.56,162.282,186960,4,19.05719,7,0,0
2811,Rock N’ Roll Démon,Ossian,spotify:track:2AAjbCt3zoiAExQuIwLAir,0.275,0.9620000000000001,1,-6.1160000000000005,1,0.113,0.0006490000000000001,0.0142,0.43700000000000006,0.326,90.9,231000,4,20.86458,8,0,0
2812,Grindin',Clipse,spotify:track:3XrvEifl0hIzgBGUa5jBLS,0.5920000000000001,0.77,1,-3.4019999999999997,1,0.318,0.122,1.22e-06,0.10300000000000001,0.361,191.692,264760,4,20.14414,14,1,0
2813,Dime Que,Allison,spotify:track:2hnCnKKNt16wssWn0SAD4M,0.429,0.615,0,-4.703,1,0.0317,0.21600000000000003,0.0,0.145,0.147,173.97099999999998,205827,4,57.87582,9,0,0
2814,John Doe,Public Announcement Featuring LeLe,spotify:track:2seY1Vy7jidW4bxk98n2eh,0.792,0.45399999999999996,5,-6.098,1,0.0607,0.00746,1.6e-05,0.256,0.0599,108.415,263200,4,39.14575,11,1,0
2817,My Life Would Suck Without You,Kelly Clarkson,spotify:track:4Dm32oO01YpIubCHaAtKkN,0.526,0.882,9,-4.006,1,0.0509,0.0014,0.0,0.14400000000000002,0.424,144.982,211493,4,41.97422,9,1,0
2818,Somewhere Out There,Our Lady Peace,spotify:track:6fQJg7MdQssgZJDhTJtFtd,0.38799999999999996,0.746,1,-5.306,1,0.0318,0.000563,0.0,0.0719,0.45799999999999996,159.675,251333,4,47.22582,10,1,0
2822,What U Gon' Do,Lil Jon & The East Side Boyz Featuring Lil Scrappy,spotify:track:1bTphHXspys3RvvRxfzzIc,0.838,0.7240000000000001,1,-6.9,0,0.242,7.68e-05,1.02e-06,0.162,0.537,150.192,320187,4,27.25607,20,1,0
2826,Psyche Rock - Metal Time Machine Edit By Ken Abyss,Pierre Henry,spotify:track:0hHplzs2vMmrZRDeyRMZpF,0.754,0.8190000000000001,11,-8.352,0,0.0671,0.0736,0.42200000000000004,0.0506,0.307,120.62100000000001,269666,4,30.685059999999996,11,0,0
2828,Pain,Three Days Grace,spotify:track:5PZ2cqh9Yem2g6cTSOLllz,0.41600000000000004,0.741,7,-4.001,1,0.0335,0.00804,0.0,0.273,0.28600000000000003,160.515,202973,4,28.225759999999998,10,1,0
